optimal distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80
60,14,10,11,9,8,15,0,7,2,5,13,6,3,12,1,4,1,2,0,0,3,3,3,1,1,1,2,0,2,2,0,3,0,3,1,2,0,2,1,3,3,3,1,2,1,3,0,2,2,2,1,3,3,0,2,2,0,3,3,3,1,2,2,1,2,0,0,3,3,0,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,
59,7,3,0,4,14,12,5,9,11,13,8,15,10,1,6,2,3,0,0,0,2,2,1,1,3,3,0,0,2,2,1,1,2,0,0,3,1,1,1,3,3,0,0,0,2,2,1,1,2,1,3,0,3,1,3,0,0,2,2,2,1,3,0,2,0,3,1,2,1,1,3,0,3,1,3,,,,,,,,,,,,,,,,,,,,,
53,11,12,0,8,15,10,3,13,4,2,5,6,9,1,14,7,1,2,0,3,1,2,1,3,0,3,0,2,2,1,3,3,3,0,2,2,1,3,1,1,2,2,0,0,3,3,1,1,3,0,2,2,1,3,0,0,0,2,1,1,3,0,2,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,4,11,13,5,8,2,6,1,9,0,3,14,10,12,7,1,1,1,3,0,3,0,0,2,1,1,2,0,3,3,0,2,2,1,3,3,1,3,0,0,2,1,1,3,0,2,1,2,2,1,3,3,3,0,2,2,2,1,3,3,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,9,6,4,2,8,13,5,12,14,11,0,3,1,10,15,7,1,2,2,0,3,1,3,0,0,2,1,3,0,2,0,3,1,2,2,1,2,0,3,1,1,3,3,0,0,2,0,2,1,3,0,2,2,1,3,0,3,1,2,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,6,8,13,3,0,1,2,15,12,7,5,14,4,11,9,10,3,0,0,0,2,1,2,0,3,1,1,2,0,3,1,3,1,2,0,3,3,0,2,2,0,3,3,1,2,2,1,2,0,0,3,3,1,1,1,3,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5,9,2,11,6,10,1,14,8,3,0,13,4,15,12,7,1,1,2,2,2,0,3,0,3,1,2,0,0,3,1,1,3,1,2,2,0,0,0,3,3,1,1,1,2,0,0,2,2,0,3,3,1,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,13,1,4,9,12,7,2,10,5,14,8,11,6,3,0,15,0,0,2,1,3,1,2,2,0,3,3,0,2,0,2,2,1,1,1,3,0,0,2,1,1,3,0,3,0,0,3,1,2,0,2,1,1,3,0,0,2,1,2,0,3,3,3,1,2,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
48,11,4,3,6,12,15,0,13,8,5,9,2,10,14,7,1,1,1,3,0,0,0,2,1,1,1,3,3,0,0,0,2,1,2,1,1,3,3,0,0,2,1,2,1,2,0,3,0,2,0,3,1,2,1,3,0,3,1,2,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7,10,2,0,3,9,14,15,13,12,4,5,8,11,6,1,3,3,0,0,2,0,3,1,2,1,2,1,3,3,0,2,2,0,3,1,2,2,0,3,0,2,1,1,1,3,0,0,2,1,1,3,0,0,0,2,1,1,1,3,0,0,3,1,1,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8,10,15,6,13,9,7,4,0,1,11,3,12,2,14,5,1,3,3,0,2,0,3,3,1,1,2,0,2,2,1,3,0,2,0,3,3,0,2,2,1,3,3,0,2,1,1,3,3,0,2,1,2,2,0,0,3,1,3,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,9,8,14,3,12,0,10,6,15,4,2,7,13,5,11,0,2,1,1,3,0,0,2,1,1,2,1,3,3,0,0,2,1,3,3,0,0,2,1,2,2,1,1,3,0,0,2,0,3,3,1,2,1,3,0,3,1,2,0,2,1,2,1,3,3,0,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
62,15,3,1,12,5,4,14,8,6,7,2,10,11,9,13,0,3,1,3,1,1,3,0,2,1,2,0,0,3,1,1,2,0,2,0,3,3,0,3,1,1,2,1,2,2,0,0,3,1,1,3,0,0,0,2,2,1,3,1,3,0,2,0,3,1,3,1,1,2,0,0,3,0,2,1,3,1,1,,,,,,,,,,,,,,,,,,
46,3,8,10,14,9,0,2,4,13,5,15,1,12,6,11,7,0,0,2,1,2,0,3,1,1,1,2,0,0,3,1,3,1,2,0,3,3,1,2,0,3,0,2,0,2,1,1,1,2,0,0,3,1,3,3,1,2,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,10,3,7,6,14,4,2,8,0,12,9,13,15,11,5,0,2,1,1,2,1,3,3,0,0,2,1,1,2,2,0,3,0,0,3,1,1,2,0,2,0,3,3,3,1,1,2,1,2,0,0,3,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,12,6,3,5,15,10,4,11,14,9,2,8,0,7,13,1,1,1,3,1,2,0,2,0,3,0,2,1,1,1,3,0,0,3,1,3,0,0,2,2,1,3,3,0,2,2,1,3,1,3,1,2,0,3,0,2,1,2,2,0,3,3,0,2,2,1,3,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,
55,7,5,3,4,15,2,10,12,6,13,1,8,0,9,11,14,2,1,3,1,3,1,2,2,0,3,0,0,3,3,1,2,1,1,2,0,0,0,3,1,1,1,3,0,0,2,1,1,2,0,0,2,0,3,3,3,1,1,2,2,0,3,0,2,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,0,9,14,3,13,10,11,8,15,6,1,12,5,2,7,1,1,2,0,3,3,0,2,2,0,2,1,1,3,0,2,1,3,3,1,2,2,0,3,3,3,1,2,2,0,3,3,0,2,2,1,3,3,1,2,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,1,4,7,11,5,12,15,10,13,14,8,9,0,6,3,3,3,0,2,0,2,0,3,1,2,1,1,3,3,0,2,0,2,0,3,1,2,1,1,3,0,0,3,0,2,1,2,0,3,1,2,2,1,3,0,2,0,3,1,1,1,2,0,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
60,6,8,7,4,11,5,12,13,0,14,2,9,3,10,1,15,2,0,0,2,1,1,3,0,0,2,0,3,1,1,3,0,0,2,1,2,1,3,0,3,1,1,2,2,2,0,3,1,3,0,0,2,2,0,3,1,1,3,3,0,2,0,2,1,2,1,3,1,2,0,3,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,
48,0,13,12,11,1,6,2,10,5,7,14,3,4,9,8,15,0,2,2,2,0,3,3,1,2,2,1,3,3,3,0,2,2,2,1,3,0,0,3,3,1,2,1,2,0,2,0,3,0,3,3,1,2,1,2,2,0,3,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,9,11,10,7,12,1,14,8,13,5,0,6,4,3,2,15,0,0,2,1,2,2,0,3,3,3,1,2,2,1,3,3,0,2,2,2,0,3,3,3,0,2,2,2,1,3,3,3,0,2,1,1,1,2,0,0,0,3,1,2,2,1,3,3,1,2,2,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
51,7,3,8,13,15,10,1,6,2,0,12,14,9,4,11,5,3,1,1,1,3,0,2,2,2,0,0,3,3,1,1,2,0,3,3,0,2,1,1,1,2,2,0,0,0,3,3,1,1,2,2,0,3,3,1,1,2,0,3,1,3,0,2,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,14,9,4,3,10,1,6,11,2,15,0,12,5,7,13,8,1,1,2,0,0,0,2,1,1,3,0,3,0,2,2,1,3,3,1,3,0,2,0,3,1,2,1,3,1,2,0,3,0,2,1,2,0,0,3,1,2,0,2,1,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,13,3,15,9,10,6,2,8,11,1,4,14,7,5,12,0,0,3,3,0,3,1,1,1,2,2,2,0,0,3,0,2,1,1,3,0,3,1,3,0,2,1,2,0,0,3,1,2,0,3,3,1,1,2,1,2,0,0,2,0,3,3,3,1,2,1,1,2,0,0,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,
53,4,3,5,15,2,7,12,13,9,8,6,0,10,11,14,1,3,3,3,0,0,0,2,1,2,1,1,3,0,0,2,1,1,2,0,0,3,0,2,1,3,1,1,2,0,0,3,1,1,3,0,3,0,2,2,0,3,3,1,2,0,2,1,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,6,0,7,12,5,2,9,10,1,3,11,13,15,14,8,4,1,1,1,2,0,2,0,3,0,3,1,1,1,2,2,2,0,3,0,3,0,2,2,1,1,3,1,2,0,0,3,1,3,0,2,0,3,1,3,0,2,1,3,1,2,2,0,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5,15,9,8,11,7,12,1,13,4,6,0,3,14,2,10,1,1,3,3,0,3,0,0,2,1,2,1,1,3,0,0,2,0,3,1,3,1,2,0,2,2,1,3,1,3,0,0,2,2,0,3,1,2,1,1,3,3,0,3,1,2,0,3,0,0,2,2,2,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,
47,9,1,5,15,7,0,8,14,4,2,3,6,11,13,12,10,0,0,3,1,3,0,2,0,2,1,1,3,3,1,2,2,0,3,0,0,3,1,3,0,2,1,3,1,1,2,0,2,1,3,0,0,0,3,1,2,2,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3,4,15,10,13,0,5,9,6,2,14,7,12,11,1,8,1,3,3,0,0,0,2,1,2,0,3,1,1,1,2,0,3,3,0,0,2,1,1,3,3,0,2,1,1,3,0,2,1,2,2,0,0,3,3,1,1,2,2,0,0,3,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,14,6,8,0,13,2,10,9,7,1,4,11,12,15,3,5,1,1,2,2,0,0,0,2,1,1,1,3,0,0,3,1,2,0,0,3,1,3,1,2,0,2,2,1,3,3,0,2,0,2,1,1,3,1,2,0,3,0,0,3,1,3,1,2,1,2,0,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,
54,10,6,15,13,8,2,14,11,7,12,5,9,0,4,1,3,0,3,0,3,3,1,2,2,0,3,3,1,1,2,2,1,2,0,0,0,3,3,1,3,1,2,1,3,0,2,2,1,3,0,2,0,2,1,1,3,0,0,3,3,1,2,2,2,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,8,13,9,3,12,1,0,14,6,5,15,10,7,11,4,2,2,2,0,3,1,3,3,0,0,2,2,1,1,2,0,3,3,3,0,2,2,2,1,3,3,1,2,1,3,3,0,2,2,0,3,3,1,2,1,2,0,3,0,0,2,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,0,11,7,10,8,9,2,14,5,3,12,13,15,4,6,0,2,2,1,1,1,2,0,3,3,3,0,0,2,2,1,2,1,3,3,3,0,0,2,2,1,1,1,2,0,0,0,3,1,3,1,1,3,0,0,2,1,1,2,0,3,3,0,2,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,9,13,10,15,11,1,7,12,6,5,2,3,0,8,14,1,1,2,0,3,3,3,0,2,2,2,1,3,3,0,2,1,1,3,0,2,1,1,3,0,3,0,2,1,3,1,2,0,2,2,1,3,3,0,2,2,0,0,3,3,1,1,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,14,11,15,12,7,8,1,9,13,10,6,5,3,0,2,4,0,0,3,1,1,2,1,3,0,3,0,3,0,2,2,1,3,3,1,1,2,2,0,2,0,0,3,1,3,3,1,1,2,0,2,2,0,3,3,1,2,1,2,0,0,3,1,1,2,0,0,0,3,3,1,3,1,2,2,0,3,3,0,2,2,1,3,1,1,3,,,,,,,,,,
51,12,1,3,8,10,7,15,9,0,13,4,11,14,5,6,2,0,0,3,1,1,2,0,3,3,1,1,2,0,2,1,2,0,0,3,0,2,1,3,1,1,3,0,0,2,1,3,3,0,0,2,2,1,1,3,3,0,0,2,2,2,1,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8,6,1,12,9,5,7,0,4,3,11,14,13,2,15,10,1,2,0,0,3,1,1,2,0,2,1,2,0,0,3,1,1,3,0,2,2,0,3,3,1,2,0,0,3,1,2,0,2,1,1,1,3,3,3,0,0,0,2,2,1,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11,13,8,0,10,2,6,7,9,14,12,1,3,15,5,4,2,1,1,2,0,0,2,1,1,3,0,3,3,0,0,2,1,3,0,2,2,2,1,1,3,0,3,1,2,0,0,2,1,1,1,3,3,3,0,2,1,2,0,0,3,1,2,0,3,0,2,1,1,2,1,3,3,0,0,3,1,1,,,,,,,,,,,,,,,,,,
55,8,3,7,12,4,14,15,10,5,11,6,9,13,0,2,1,3,3,0,2,2,1,3,3,0,2,2,1,3,1,3,0,2,1,2,2,0,0,3,1,1,2,0,0,3,1,3,0,0,2,1,1,3,0,0,2,2,1,3,3,1,3,0,0,2,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
55,13,14,11,10,3,2,4,9,0,1,5,15,6,12,8,7,2,2,0,0,0,3,3,3,1,1,2,2,2,0,0,3,1,3,1,2,2,0,3,0,3,1,3,1,2,1,3,0,2,2,0,0,3,1,3,1,2,1,2,2,0,3,3,1,2,0,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,9,7,6,3,11,12,15,5,14,10,0,8,4,2,13,3,0,2,0,0,3,3,1,1,2,0,3,1,1,2,0,2,1,2,0,0,3,1,2,0,3,3,0,2,2,1,3,0,3,3,1,1,1,2,0,2,1,2,0,0,3,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,8,0,11,9,4,12,15,6,7,14,3,5,13,1,10,0,2,1,3,3,0,0,0,2,1,2,0,3,1,1,2,1,3,0,2,0,3,1,3,3,1,2,2,0,3,0,2,1,3,3,0,0,2,1,3,0,2,2,2,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4,11,5,8,1,9,13,12,3,15,10,14,2,0,7,6,0,3,1,1,2,1,2,2,0,0,3,3,3,1,2,2,0,3,1,1,2,0,2,1,3,0,0,0,3,1,1,1,3,0,0,2,0,3,1,2,1,1,2,0,0,2,0,3,3,1,2,2,0,3,1,1,2,0,3,1,3,3,1,,,,,,,,,,,,,,,,,
56,2,10,9,14,11,1,4,6,7,13,12,3,5,0,8,15,0,2,0,0,2,1,1,2,1,3,3,0,0,0,3,1,1,1,2,0,2,2,0,0,3,3,3,1,1,2,2,2,1,3,3,0,0,2,0,3,1,3,1,1,2,0,2,2,0,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
46,13,5,8,2,1,9,6,14,12,10,11,3,0,4,7,15,0,2,0,0,3,1,2,2,2,0,3,3,1,1,2,1,3,0,2,0,2,1,1,3,3,3,0,2,0,2,2,0,3,3,3,1,2,2,0,3,1,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,2,11,5,3,13,15,8,10,1,9,4,12,14,6,7,0,0,2,1,3,3,1,1,3,0,0,2,1,2,1,3,3,0,2,2,2,1,3,0,2,0,0,3,3,1,1,1,2,2,0,0,3,0,3,1,2,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,14,3,9,12,0,8,1,10,2,6,13,5,11,15,7,2,2,1,2,0,0,3,3,0,2,2,1,3,1,2,0,3,3,1,3,0,0,2,1,1,1,3,0,2,2,0,3,3,1,2,2,1,3,0,2,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,0,1,2,3,12,14,15,9,8,7,11,10,13,6,5,0,0,0,3,1,1,2,0,3,1,1,2,0,0,0,3,1,3,1,1,2,0,3,0,0,2,2,2,1,1,1,3,0,3,3,0,2,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8,6,11,12,15,10,7,13,2,4,1,5,3,0,9,14,1,3,1,1,2,0,2,1,3,0,2,0,3,1,3,0,3,0,2,2,1,3,3,0,2,2,2,1,3,3,3,0,2,2,2,1,3,3,1,2,2,0,3,3,1,1,2,2,0,0,3,3,1,3,0,2,1,3,1,,,,,,,,,,,,,,,,,,,,,
48,15,2,9,11,0,6,3,13,14,4,8,1,7,12,5,10,1,1,3,0,3,0,3,1,2,2,2,0,3,3,1,1,1,2,2,0,3,0,0,3,1,1,2,0,3,1,3,0,2,1,1,3,0,2,1,2,0,2,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3,8,6,10,5,14,7,1,4,11,9,15,0,12,13,2,0,0,0,3,1,1,2,0,2,2,1,3,3,0,2,0,3,1,2,1,1,3,3,0,2,1,2,2,0,0,0,3,1,1,2,0,3,1,3,1,2,2,0,3,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9,0,3,11,14,13,1,7,15,4,2,6,5,8,12,10,1,2,1,3,0,0,2,2,1,3,3,0,3,1,1,2,1,2,2,0,3,3,0,0,2,1,1,1,3,0,2,0,3,0,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,2,7,13,9,1,5,14,10,11,0,15,12,8,6,3,2,0,3,0,3,1,1,2,2,2,0,0,3,1,1,3,0,2,1,2,0,0,3,3,1,3,0,2,0,2,1,1,3,3,1,2,2,0,3,0,0,2,2,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,6,13,0,7,8,11,5,4,14,9,1,10,15,2,12,3,1,2,2,2,1,3,3,0,0,3,1,1,2,0,0,2,2,1,1,3,1,3,3,0,2,0,2,0,3,3,1,2,2,1,3,1,2,0,3,0,0,2,1,2,1,3,1,2,0,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,9,0,7,12,6,10,5,3,15,4,2,1,14,13,8,11,1,1,2,0,3,1,2,1,2,0,3,1,3,0,2,1,2,0,3,0,0,2,1,1,3,0,3,1,2,0,0,3,1,3,1,2,0,3,0,2,1,1,3,0,2,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,14,0,4,7,15,6,2,3,13,10,5,8,12,9,11,1,2,1,1,3,0,2,1,1,3,0,3,0,0,2,1,1,3,1,3,0,0,2,0,3,1,2,1,1,2,0,3,3,0,0,2,1,2,1,2,0,3,3,1,1,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,11,3,10,2,13,14,1,15,4,6,8,0,12,9,7,5,3,0,0,2,1,1,2,0,0,3,1,1,2,0,0,3,0,2,1,1,3,3,1,3,0,0,2,1,1,2,0,0,0,3,1,1,2,0,3,1,3,0,2,1,1,3,0,2,2,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
45,8,15,6,4,13,0,2,5,7,9,14,3,12,1,11,10,1,1,3,3,3,0,2,0,0,2,1,2,1,3,0,0,2,1,3,3,3,1,2,2,0,3,0,2,2,1,1,1,3,0,2,0,3,1,3,3,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,1,13,4,12,5,6,3,9,7,0,14,15,10,8,11,1,1,1,2,2,0,3,0,2,1,2,1,3,3,0,3,0,0,2,2,1,2,1,1,3,3,0,2,0,2,0,3,1,1,2,0,3,3,3,1,2,0,3,0,2,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5,10,6,9,2,14,12,8,7,1,13,11,0,4,3,15,0,2,2,0,3,0,3,1,1,2,0,3,1,2,1,3,0,2,2,1,3,3,0,2,2,2,1,3,0,0,2,1,3,0,0,3,3,1,2,1,2,0,2,0,3,3,1,2,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
54,11,14,7,1,4,15,8,3,0,10,9,12,6,2,5,13,0,3,1,1,2,2,0,0,3,3,1,3,0,2,2,1,1,2,1,3,0,0,3,3,1,2,1,2,0,0,2,1,3,0,3,3,1,2,2,0,3,0,3,1,1,1,2,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
54,8,7,4,12,1,2,3,13,10,0,5,14,11,15,6,9,0,2,2,1,2,1,1,3,0,0,2,1,1,3,0,0,2,0,3,3,1,2,2,0,3,3,1,2,1,2,0,0,3,1,1,3,3,0,0,2,1,2,1,3,3,1,2,0,3,0,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,10,12,5,13,2,7,0,6,14,8,3,9,1,15,4,11,2,0,3,1,2,2,1,3,0,2,2,0,3,3,1,2,2,1,3,1,2,0,3,3,3,0,2,1,1,2,0,0,2,0,3,3,1,1,1,3,0,2,2,2,0,0,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14,3,15,2,1,10,8,0,13,11,6,12,4,9,7,5,0,3,1,1,2,0,3,3,1,3,0,0,2,1,2,1,3,0,3,0,2,0,3,1,2,2,2,1,3,0,0,2,1,3,0,3,1,1,2,0,3,1,2,1,3,3,0,2,0,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7,14,5,1,11,15,4,2,13,12,0,9,10,3,8,6,0,3,1,2,2,1,3,3,0,2,0,2,1,1,3,3,0,3,1,2,0,3,0,2,1,2,0,2,1,1,1,3,0,3,1,3,0,0,2,1,1,2,0,0,0,2,1,1,1,3,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
57,11,2,14,5,10,8,0,6,9,3,12,4,1,13,15,7,0,0,2,2,1,1,2,0,0,3,1,3,1,2,0,2,0,3,3,1,3,1,2,1,2,0,0,2,1,1,3,3,3,0,0,0,2,2,1,3,1,2,2,0,3,3,0,2,1,1,1,3,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
54,11,3,8,4,10,15,12,1,0,13,6,9,2,7,5,14,0,3,1,2,1,2,0,0,3,1,1,1,2,0,3,1,3,0,0,3,0,2,1,3,1,2,0,0,2,1,1,3,0,3,0,2,2,1,2,1,3,1,3,0,2,0,3,1,2,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,8,2,12,10,9,15,14,7,5,0,6,1,4,11,13,3,1,2,0,0,3,3,1,1,2,0,3,1,3,0,2,1,2,1,3,3,0,2,2,1,2,0,3,1,3,0,2,0,2,0,3,3,3,1,2,2,2,0,3,3,1,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4,6,10,13,0,2,8,14,12,9,5,7,1,15,11,3,0,2,2,1,1,1,3,3,0,2,2,1,3,0,0,2,1,2,1,3,0,2,0,0,3,3,1,3,1,2,2,0,2,0,3,1,3,3,1,2,1,2,0,2,0,3,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5,13,15,1,8,2,11,12,6,14,3,0,9,7,10,4,3,3,0,3,1,2,1,2,0,2,1,3,0,0,2,1,3,0,3,1,1,3,0,2,2,0,3,3,1,2,0,0,3,1,1,2,1,2,0,3,0,0,2,1,1,2,0,0,3,1,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
59,13,6,8,10,15,0,9,4,3,11,2,12,14,5,7,1,1,1,3,1,3,0,2,0,0,3,1,1,2,0,0,3,1,2,2,2,1,3,0,2,0,3,1,2,1,3,1,3,0,0,2,1,1,3,3,0,0,2,0,2,1,1,2,1,3,0,2,0,3,3,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,
51,0,4,2,12,15,9,14,3,10,13,8,5,6,1,7,11,1,1,3,3,0,0,2,1,2,2,1,1,3,3,0,3,0,2,2,1,3,3,0,0,2,1,2,1,2,0,3,1,1,3,3,0,0,2,2,0,3,1,3,0,2,1,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5,1,7,11,0,2,8,3,14,9,6,12,10,15,4,13,2,2,1,1,2,0,3,3,1,2,2,0,0,0,3,1,3,0,3,1,1,2,0,3,1,1,2,2,0,0,3,0,3,1,1,2,0,0,2,1,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,8,15,6,4,0,9,7,11,10,14,1,13,2,12,5,3,0,3,1,2,1,3,3,0,0,3,1,1,1,2,2,2,0,3,1,3,0,3,0,2,0,2,1,1,3,0,0,2,1,2,1,3,3,3,0,2,1,3,1,2,2,2,0,3,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,4,7,8,12,9,10,14,15,6,1,5,0,13,3,11,3,1,2,0,2,1,2,0,3,1,3,1,3,1,2,2,0,3,1,3,0,2,1,2,0,2,1,3,0,2,0,3,3,3,0,2,2,2,1,3,1,3,0,2,0,3,1,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,15,0,14,5,13,11,12,8,4,9,3,2,10,7,6,1,1,3,3,3,0,0,0,2,1,2,2,0,3,1,1,2,1,3,3,0,2,2,0,0,3,3,1,3,1,2,2,0,3,1,1,3,0,0,2,0,3,1,2,1,2,0,2,1,3,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
51,10,1,14,8,15,11,13,2,0,7,3,9,4,5,12,6,2,1,1,1,3,0,3,1,2,0,0,2,1,1,3,0,0,3,3,1,2,2,0,0,3,1,2,2,0,3,3,3,1,1,1,2,0,3,1,2,2,0,3,0,2,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,14,1,3,13,9,4,15,8,11,2,0,7,10,5,12,6,0,3,0,2,2,1,3,1,1,2,0,0,3,1,3,0,2,0,3,1,2,1,1,3,0,0,3,0,2,2,1,2,0,3,1,3,3,1,2,2,1,3,3,0,2,1,2,0,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
60,15,7,10,11,13,3,9,6,14,5,1,12,4,8,2,0,1,3,3,0,2,1,1,3,0,0,3,1,1,1,2,0,3,1,2,2,0,3,0,2,1,2,0,0,3,1,2,0,3,3,1,3,1,2,2,1,2,0,3,0,3,0,3,1,1,2,1,2,0,0,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,
44,5,4,2,1,9,11,8,15,12,6,0,3,7,10,13,14,2,0,0,3,1,3,0,3,0,2,2,1,1,1,3,0,0,3,1,2,0,0,2,1,2,1,3,0,2,0,3,1,2,1,1,3,0,3,1,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,4,14,12,3,7,6,10,9,2,13,5,11,8,1,15,0,2,1,2,0,2,1,3,0,0,0,3,3,1,1,1,2,2,0,0,2,1,3,3,3,1,2,2,2,0,3,3,0,0,2,1,2,1,3,3,0,2,2,1,3,1,3,0,3,0,2,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
